codigo_ine,nome,municipio,populacao
170350,Santa Maria Maior,Chaves,11408
170353,Planalto de Monforte,Chaves,260
170354,Madalena e Samaiões,Chaves,2416
170355,"Eiras, São Julião de Montenegro e Cela",Chaves,850
170356,Calvão e Soutelinho da Raia,Chaves,431
170357,Loivos e Póvoa de Agrações,Chaves,586
170358,Santa Cruz/Trindade e Sanjurge,Chaves,3381
170359,Soutelo e Seara Velha,Chaves,461
170360,Travancas e Roriz,Chaves,454
170361,Vidago,Chaves,1728
170401,Barqueiros,Mesão Frio,537
170402,Cidadelhe,Mesão Frio,131
170403,Oliveira,Mesão Frio,349
170407,Vila Marim,Mesão Frio,915
170408,Mesão Frio (Santo André),Mesão Frio,1615
170501,Atei,Mondim de Basto,1144
170502,Bilhó,Mondim de Basto,429
170505,São Cristóvão de Mondim de Basto,Mondim de Basto,2971
170508,Vilar de Ferreiros,Mondim de Basto,888
170509,Campanhó e Paradança,Mondim de Basto,600
170510,Ermelo e Pardelhas,Mondim de Basto,378
170601,Cabril,Montalegre,512
170603,Cervos,Montalegre,227
170604,Chã,Montalegre,701
170607,Covelo do Gerês,Montalegre,166
170609,Ferral,Montalegre,293
170612,Gralhas,Montalegre,186
170616,Morgade,Montalegre,195
170618,Negrões,Montalegre,132
170619,Outeiro,Montalegre,143
170623,Pitões das Junias,Montalegre,151
170625,Reigoso,Montalegre,130
170626,Salto,Montalegre,1263
170627,Santo André,Montalegre,149
170629,Sarraquinhos,Montalegre,300
170631,Solveira,Montalegre,150
170632,Tourém,Montalegre,110
170635,Vila da Ponte,Montalegre,167
170636,"Cambeses do Rio, Donões e Mourilhe",Montalegre,273
170637,Meixedo e Padornelos,Montalegre,265
170638,Montalegre e Padroso,Montalegre,1772
170639,"Paradela, Contim e Fiães",Montalegre,245
170640,Sezelhe e Covelães,Montalegre,229
170641,Venda Nova e Pondras,Montalegre,344
170642,Viade de Baixo e Fervidelas,Montalegre,695
170643,Vilar de Perdizes e Meixide,Montalegre,463
170701,Candedo,Murça,821
170703,Fiolhoso,Murça,416
170704,Jou,Murça,535
170705,Murça,Murça,1964
170708,Valongo de Milhais,Murça,265
170710,Carva e Vilares,Murça,432
170711,Noura e Palheiros,Murça,812
170802,Fontelas,Peso da Régua,630
170805,Loureiro,Peso da Régua,892
170809,Sedielos,Peso da Régua,729
170810,Vilarinho dos Freires,Peso da Régua,737
170813,Galafura e Covelinhas,Peso da Régua,705
170814,Moura Morta e Vinhós,Peso da Régua,750
170815,Peso da Régua e Godim,Peso da Régua,8905
170817,Canelas,Peso da Régua,517
170818,Poiares,Peso da Régua,675
170901,Alvadia,Ribeira de Pena,165
170902,Canedo,Ribeira de Pena,275
170906,Santa Marinha,Ribeira de Pena,551
170908,Cerva e Limões,Ribeira de Pena,2285
170909,Ribeira de Pena (Salvador) e Santo Aleixo de Além-Tâmega,Ribeira de Pena,2608
171001,Celeirós,Sabrosa,201
171002,Covas do Douro,Sabrosa,363
171004,Gouvinhas,Sabrosa,220
171005,Parada de Pinhão,Sabrosa,257
171007,Paços,Sabrosa,676
171009,Sabrosa,Sabrosa,1130
171011,São Lourenço de Ribapinhão,Sabrosa,318
171013,Souto Maior,Sabrosa,439
171014,Torre do Pinhão,Sabrosa,296
171015,Vilarinho de São Romão,Sabrosa,237
171016,"Provesende, Gouvães do Douro e São Cristóvão do Douro",Sabrosa,463
171017,São Martinho de Antas e Paradela de Guiães,Sabrosa,948
171101,Alvações do Corgo,Santa Marta de Penaguião,405
171102,Cumieira,Santa Marta de Penaguião,1006
171103,Fontes,Santa Marta de Penaguião,662
171106,Medrões,Santa Marta de Penaguião,433
171110,Sever,Santa Marta de Penaguião,581
171112,Louredo e Fornelos,Santa Marta de Penaguião,520
171113,Lobrigos (São João Baptista),Santa Marta de Penaguião,1015
171114,Lobrigos (São Miguel),Santa Marta de Penaguião,1183
171115,Sanhoane,Santa Marta de Penaguião,295
171201,Água Revés e Crasto,Valpaços,275
171203,Algeriz,Valpaços,502
171205,Bouçoães,Valpaços,303
171206,Canaveses,Valpaços,170
171209,Ervões,Valpaços,534
171211,Fornos do Pinhal,Valpaços,320
171212,Friões,Valpaços,447
171215,Padrela e Tazem,Valpaços,277
171216,Possacos,Valpaços,358
171217,Rio Torto,Valpaços,284
171219,Santa Maria de Emeres,Valpaços,311
171220,Santa Valha,Valpaços,317
171221,Santiago da Ribeira de Alhariz,Valpaços,503
171222,São João da Corveira,Valpaços,455
171223,São Pedro de Veiga de Lila,Valpaços,243
171224,Serapicos,Valpaços,196
171227,Vales,Valpaços,191
171229,Vassal,Valpaços,395
171230,Veiga de Lila,Valpaços,233
171231,Vilarandelo,Valpaços,961
171232,Carrazedo de Montenegro e Curros,Valpaços,1643
171233,"Lebução, Fiães e Nozelos",Valpaços,548
171234,Sonim e Barreiros,Valpaços,314
171235,Tinhela e Alvarelhos,Valpaços,261
171236,Valpaços e Sanfins,Valpaços,4660
171302,Alfarela de Jales,Vila Pouca de Aguiar,357
171303,Bornes de Aguiar,Vila Pouca de Aguiar,1933
171304,Bragado,Vila Pouca de Aguiar,446
171305,Capeludos,Vila Pouca de Aguiar,363
171310,Soutelo de Aguiar,Vila Pouca de Aguiar,602
171311,Telões,Vila Pouca de Aguiar,1328
171312,Tresminas,Vila Pouca de Aguiar,341
171313,Valoura,Vila Pouca de Aguiar,295
171314,Vila Pouca de Aguiar,Vila Pouca de Aguiar,3118
171315,Vreia de Bornes,Vila Pouca de Aguiar,567
171316,Vreia de Jales,Vila Pouca de Aguiar,852
171317,Sabroso de Aguiar,Vila Pouca de Aguiar,548
171319,Alvão,Vila Pouca de Aguiar,774
171320,Pensalvos e Parada de Monteiros,Vila Pouca de Aguiar,288
171401,Abaças,Vila Real,836
171403,Andrães,Vila Real,1373
171404,Arroios,Vila Real,1059
171406,Campeã,Vila Real,1226
171409,Folhadela,Vila Real,2163
171410,Guiães,Vila Real,384
171414,Lordelo,Vila Real,3227
171415,Mateus,Vila Real,3539
171416,Mondrões,Vila Real,948
171420,Parada de Cunhos,Vila Real,1724
171426,Torgueda,Vila Real,1234
171429,Vila Marim,Vila Real,1517
171431,Adoufe e Vilarinho de Samardã,Vila Real,2658
171432,Borbela e Lamas de Olo,Vila Real,2890
171433,Constantim e Vale de Nogueiras,Vila Real,1730
171434,Mouçós e Lamares,Vila Real,3182
171435,Nogueira e Ermida,Vila Real,759
171436,"Pena, Quintã e Vila Cova",Vila Real,713
171437,São Tomé do Castelo e Justes,Vila Real,1066
171438,Vila Real,Vila Real,17343
180101,Aldeias,Armamar,307
180104,Cimbres,Armamar,270
180106,Folgosa,Armamar,334
180107,Fontelo,Armamar,602
180109,Queimada,Armamar,291
180110,Queimadela,Armamar,208
180111,Santa Cruz,Armamar,173
180114,São Cosmado,Armamar,514
180115,São Martinho das Chãs,Armamar,478
180118,Vacalar,Armamar,172
180120,Armamar,Armamar,1510
180121,Aricera e Goujoim,Armamar,185
180122,São Romão e Santiago,Armamar,224
180123,Vila Seca e Santo Adrião,Armamar,410
180201,Beijós,Carregal do Sal,814
180202,Cabanas de Viriato,Carregal do Sal,1457
180204,Oliveira do Conde,Carregal do Sal,2798
180206,Parada,Carregal do Sal,744
180208,Carregal do Sal,Carregal do Sal,3225
180301,Almofala,Castro Daire,222
180303,Cabril,Castro Daire,335
180304,Castro Daire,Castro Daire,4557
180305,Cujó,Castro Daire,245
180309,Gosende,Castro Daire,368
180312,Mões,Castro Daire,1691
180313,Moledo,Castro Daire,1049
180314,Monteiras,Castro Daire,404
180317,Pepim,Castro Daire,245
180319,Pinheiro,Castro Daire,669
180322,São Joaninho,Castro Daire,348
180323,"Mamouros, Alva e Ribolhos",Castro Daire,1188
180324,Mezio e Moura Morta,Castro Daire,532
180325,Parada de Ester e Ester,Castro Daire,744
180326,Picão e Ermida,Castro Daire,415
180327,Reriz e Gafanhão,Castro Daire,724
180403,Cinfães,Cinfães,3080
180404,Espadanedo,Cinfães,1161
180405,Ferreiros de Tendais,Cinfães,540
180406,Fornelos,Cinfães,590
180408,Moimenta,Cinfães,356
180409,Nespereira,Cinfães,1695
180410,Oliveira do Douro,Cinfães,1257
180412,Santiago de Piães,Cinfães,1607
180413,São Cristóvão de Nogueira,Cinfães,1638
180414,Souselo,Cinfães,2839
180415,Tarouquela,Cinfães,1041
180416,Tendais,Cinfães,697
180417,Travanca,Cinfães,712
180418,"Alhões, Bustelo, Gralheira e Ramires",Cinfães,517
180502,Avões,Lamego,502
180504,Britiande,Lamego,792
180505,Cambres,Lamego,1592
180507,Ferreirim,Lamego,898
180508,Ferreiros de Avões,Lamego,426
180509,Figueira,Lamego,279
180510,Lalim,Lamego,659
180511,Lazarim,Lamego,407
180516,Penajóia,Lamego,804
180517,Penude,Lamego,1406
180519,Samodães,Lamego,172
180520,Sande,Lamego,811
180523,Várzea de Abrunhais,Lamego,329
180524,Vila Nova de Souto d'El-Rei,Lamego,728
180525,Lamego (Almacave e Sé),Lamego,12071
180526,"Bigorne, Magueija e Pretarouca",Lamego,575
180527,"Cepões, Meijinhos e Melcões",Lamego,970
180528,Parada do Bispo e Valdigem,Lamego,891
180601,Abrunhosa-a-Velha,Mangualde,440
180602,Alcafache,Mangualde,811
180605,Cunha Baixa,Mangualde,801
180606,Espinho,Mangualde,951
180607,Fornos de Maceira Dão,Mangualde,1308
180608,Freixiosa,Mangualde,234
180614,Quintela de Azurara,Mangualde,506
180616,São João da Fresta,Mangualde,169
180619,"Mangualde, Mesquitela e Cunha Alta",Mangualde,9858
180620,Moimenta de Maceira Dão e Lobelhe do Mato,Mangualde,727
180621,Santiago de Cassurrães e Póvoa de Cervães,Mangualde,1218
180622,"Tavares (Chãs, Várzea e Travanca)",Mangualde,1280
180702,Alvite,Moimenta da Beira,1027
180703,Arcozelos,Moimenta da Beira,608
180705,Baldos,Moimenta da Beira,151
180706,Cabaços,Moimenta da Beira,220
180707,Caria,Moimenta da Beira,406
180708,Castelo,Moimenta da Beira,196
180709,Leomil,Moimenta da Beira,1131
180710,Moimenta da Beira,Moimenta da Beira,2843
180713,Passô,Moimenta da Beira,287
180716,Vila da Rua,Moimenta da Beira,510
180717,Sarzedo,Moimenta da Beira,154
180719,Sever,Moimenta da Beira,514
180720,Vilar,Moimenta da Beira,316
180721,Paradinha e Nagosa,Moimenta da Beira,229
180722,"Pêra Velha, Aldeia de Nacomba e Ariz",Moimenta da Beira,389
180723,Peva e Segões,Moimenta da Beira,429
180802,Cercosa,Mortágua,284
180804,Espinho,Mortágua,984
180805,Marmeleira,Mortágua,489
180807,Pala,Mortágua,859
180808,Sobral,Mortágua,2189
180809,Trezói,Mortágua,343
180811,"Mortágua, Vale de Remígio, Cortegaça e Almaça",Mortágua,3815
180901,Canas de Senhorim,Nelas,3334
180903,Nelas,Nelas,4634
180905,Senhorim,Nelas,1019
180906,Vilar Seco,Nelas,668
180908,Lapa do Lobo,Nelas,682
180910,Carvalhal Redondo e Aguieira,Nelas,1371
180911,Santar e Moreira,Nelas,1411
181002,Arcozelo das Maias,Oliveira de Frades,1223
181005,Pinheiro,Oliveira de Frades,1115
181007,Ribeiradio,Oliveira de Frades,859
181008,São João da Serra,Oliveira de Frades,409
181009,São Vicente de Lafões,Oliveira de Frades,748
181013,Arca e Varzielas,Oliveira de Frades,559
181014,Destriz e Reigoso,Oliveira de Frades,587
181015,"Oliveira de Frades, Souto de Lafões e Sejães",Oliveira de Frades,4006
181102,Castelo de Penalva,Penalva do Castelo,812
181103,Esmolfe,Penalva do Castelo,382
181104,Germil,Penalva do Castelo,436
181105,Ínsua,Penalva do Castelo,2046
181106,Lusinde,Penalva do Castelo,190
181109,Pindo,Penalva do Castelo,1716
181110,Real,Penalva do Castelo,244
181111,Sezures,Penalva do Castelo,606
181112,Trancozelos,Penalva do Castelo,247
181114,Antas e Matela,Penalva do Castelo,403
181115,Vila Cova do Covelo/Mareco,Penalva do Castelo,251
181202,Beselga,Penedono,270
181203,Castainço,Penedono,128
181207,Penela da Beira,Penedono,321
181208,Póvoa de Penela,Penedono,337
181209,Souto,Penedono,288
181210,Antas e Ourozinho,Penedono,285
181211,Penedono e Granja,Penedono,1109
181302,Barrô,Resende,595
181303,Cárquere,Resende,746
181310,Paus,Resende,421
181311,Resende,Resende,3076
181312,São Cipriano,Resende,670
181313,São João de Fontoura,Resende,537
181314,São Martinho de Mouros,Resende,1333
181316,Anreade e São Romão de Aregos,Resende,1348
181317,Felgueiras e Feirão,Resende,364
181318,Freigil e Miomães,Resende,678
181319,Ovadas e Panchorra,Resende,283
181403,Pinheiro de Ázere,Santa Comba Dão,830
181405,São Joaninho,Santa Comba Dão,1014
181406,São João de Areias,Santa Comba Dão,1721
181410,Ovoa e Vimieiro,Santa Comba Dão,1480
181411,Santa Comba Dão e Couto do Mosteiro,Santa Comba Dão,4407
181412,Treixedo e Nagozela,Santa Comba Dão,1189
181501,Castanheiro do Sul,São João da Pesqueira,382
181502,Ervedosa do Douro,São João da Pesqueira,1029
181504,Nagozelo do Douro,São João da Pesqueira,340
181505,Paredes da Beira,São João da Pesqueira,495
181507,Riodades,São João da Pesqueira,405
181509,Soutelo do Douro,São João da Pesqueira,372
181511,Vale de Figueira,São João da Pesqueira,356
181512,Valongo dos Azeites,São João da Pesqueira,220
181515,São João da Pesqueira e Várzea de Trevões,São João da Pesqueira,2273
181516,Trevões e Espinhosa,São João da Pesqueira,546
181517,Vilarouco e Pereiros,São João da Pesqueira,357
181602,Bordonhos,São Pedro do Sul,508
181606,Figueiredo de Alva,São Pedro do Sul,721
181607,Manhouce,São Pedro do Sul,466
181608,Pindelo dos Milagres,São Pedro do Sul,571
181609,Pinho,São Pedro do Sul,654
181612,São Félix,São Pedro do Sul,365
181615,Serrazes,São Pedro do Sul,890
181616,Sul,São Pedro do Sul,878
181617,Valadares,São Pedro do Sul,660
181619,Vila Maior,São Pedro do Sul,872
181620,Carvalhais e Candal,São Pedro do Sul,1413
181621,Santa Cruz da Trapa e São Cristóvão de Lafões,São Pedro do Sul,1384
181622,São Martinho das Moitas e Covas do Rio,São Pedro do Sul,258
181623,"São Pedro do Sul, Várzea e Baiões",São Pedro do Sul,5497
181702,Avelal,Sátão,489
181704,Ferreira de Aves,Sátão,1823
181706,Mioma,Sátão,1164
181707,Rio de Moinhos,Sátão,789
181709,São Miguel de Vila Boa,Sátão,1226
181710,Sátão,Sátão,3825
181711,Silvã de Cima,Sátão,425
181713,Águas Boas e Forles,Sátão,227
181714,"Romãs, Decermilo e Vila Longa",Sátão,1062
181801,Arnas,Sernancelhe,187
181802,Carregal,Sernancelhe,420
181803,Chosendo,Sernancelhe,267
181804,Cunha,Sernancelhe,323
181806,Faia,Sernancelhe,160
181810,Granjal,Sernancelhe,282
181811,Lamosa,Sernancelhe,179
181814,Quintela,Sernancelhe,249
181817,Vila da Ponte,Sernancelhe,468
181818,Ferreirim e Macieira,Sernancelhe,614
181819,Fonte Arcada e Escurquela,Sernancelhe,424
181820,Penso e Freixinho,Sernancelhe,364
181821,Sernancelhe e Sarzeda,Sernancelhe,1755
181901,Adorigo,Tabuaço,301
181902,Arcos,Tabuaço,163
181904,Chavães,Tabuaço,299
181905,Desejosa,Tabuaço,117
181906,Granja do Tedo,Tabuaço,156
181908,Longa,Tabuaço,209
181913,Sendim,Tabuaço,675
181914,Tabuaço,Tabuaço,1535
181917,Valença do Douro,Tabuaço,254
181918,Barcos e Santa Leocádia,Tabuaço,625
181919,Paradela e Granjinha,Tabuaço,99
181920,Pinheiros e Vale de Figueira,Tabuaço,239
181921,Távora e Pereiro,Tabuaço,362
182004,Mondim da Beira,Tarouca,585
182005,Salzedas,Tarouca,651
182006,São João de Tarouca,Tarouca,460
182009,Várzea da Serra,Tarouca,207
182012,Granja Nova e Vila Chã da Beira,Tarouca,429
182014,Dálvares,Tarouca,526
182015,Gouviães,Tarouca,330
182016,Tarouca,Tarouca,3807
182017,Ucanha,Tarouca,368
182102,Campo de Besteiros,Tondela,1318
182103,Canas de Santa Maria,Tondela,1607
182105,Castelões,Tondela,1414
182106,Dardavaz,Tondela,703
182107,Ferreirós do Dão,Tondela,355
182108,Guardão,Tondela,1228
182109,Lajeosa do Dão,Tondela,1537
182110,Lobão da Beira,Tondela,1002
182111,Molelos,Tondela,2225
182116,Parada de Gonta,Tondela,619
182118,Santiago de Besteiros,Tondela,1144
182122,Tonda,Tondela,893
182128,Caparrosa e Silvares,Tondela,819
182129,Mouraz e Vila Nova da Rainha,Tondela,1293
182130,São João do Monte e Mosteirinho,Tondela,780
182132,Tondela e Nandufe,Tondela,5214
182134,Barreiro de Besteiros,Tondela,759
182135,Mosteiro de Fráguas,Tondela,513
182136,Sabugosa,Tondela,475
182137,São Miguel do Outeiro,Tondela,739
182138,Tourigo,Tondela,441
182139,Vilar de Besteiros,Tondela,832
182203,Pendilhe,Vila Nova de Paiva,493
182204,Queiriga,Vila Nova de Paiva,523
182205,Touro,Vila Nova de Paiva,819
182206,Vila Cova à Coelheira,Vila Nova de Paiva,940
182208,"Vila Nova de Paiva, Alhais e Fráguas",Vila Nova de Paiva,1887
182301,Abraveses,Viseu,8350
182304,Bodiosa,Viseu,2840
182305,Calde,Viseu,1271
182306,Campo,Viseu,4802
182307,Cavernães,Viseu,1335
182310,Cota,Viseu,796
182315,Fragosela,Viseu,2528
182316,Lordosa,Viseu,1642
182317,Silgueiros,Viseu,2960
182318,Mundão,Viseu,2410
182319,Orgens,Viseu,3662
182320,Povolide,Viseu,1583
182321,Ranhados,Viseu,5891
182322,Ribafeita,Viseu,1079
182323,Rio de Loba,Viseu,9009
182325,Santos Evos,Viseu,1474
182327,São João de Lourosa,Viseu,4690
182329,São Pedro de France,Viseu,1217
182335,Barreiros e Cepões,Viseu,1394
182336,"Boa Aldeia, Farminhão e Torredeita",Viseu,2356
182337,Coutos de Viseu,Viseu,1500
182338,Freguesia de Fail e Vila Chã de Sá,Viseu,2512
182339,Repeses e São Salvador,Viseu,6751
182340,São Cipriano e Vil de Souto,Viseu,1699
182341,Viseu,Viseu,25800
182401,Alcofra,Vouzela,910
182403,Campia,Vouzela,1434
182407,Fornelo do Monte,Vouzela,256
182409,Queirã,Vouzela,1227
182410,São Miguel do Mato,Vouzela,808
182411,Ventosa,Vouzela,677
182413,Cambra e Carvalhal de Vermilhas,Vouzela,1362
182414,Fataunços e Figueiredo das Donas,Vouzela,988
182415,Vouzela e Paços de Vilharigues,Vouzela,1918
310101,Arco da Calheta,Calheta (R.A.M.),2999
310102,Calheta,Calheta (R.A.M.),3188
310103,Estreito da Calheta,Calheta (R.A.M.),1578
310104,Fajã da Ovelha,Calheta (R.A.M.),812
310105,Jardim do Mar,Calheta (R.A.M.),215
310106,Paul do Mar,Calheta (R.A.M.),635
310107,Ponta do Pargo,Calheta (R.A.M.),803
310108,Prazeres,Calheta (R.A.M.),685
310201,Câmara de Lobos,Câmara de Lobos,16556
310202,Curral das Freiras,Câmara de Lobos,1580
310203,Estreito de Câmara de Lobos,Câmara de Lobos,9348
310204,Quinta Grande,Câmara de Lobos,1939
310205,Jardim da Serra,Câmara de Lobos,2739
310301,Imaculado Coração de Maria,Funchal,5627
310302,Monte,Funchal,5794
310303,Funchal (Santa Luzia),Funchal,5490
310304,Funchal (Santa Maria Maior),Funchal,11768
310305,Santo António,Funchal,25940
310306,São Gonçalo,Funchal,5806
310307,São Martinho,Funchal,26929
310308,Funchal (São Pedro),Funchal,7204
310309,São Roque,Funchal,8349
310310,Funchal (Sé),Funchal,2875
310401,Água de Pena,Machico,2749
310402,Caniçal,Machico,3548
310403,Machico,Machico,9828
310404,Porto da Cruz,Machico,2134
310405,Santo António da Serra,Machico,1334
310501,Canhas,Ponta do Sol,3597
310502,Madalena do Mar,Ponta do Sol,508
310503,Ponta do Sol,Ponta do Sol,4255
310601,Achadas da Cruz,Porto Moniz,121
310602,Porto Moniz,Porto Moniz,1584
310603,Ribeira da Janela,Porto Moniz,200
310604,Seixal,Porto Moniz,612
310701,Campanário,Ribeira Brava,4317
310702,Ribeira Brava,Ribeira Brava,6232
310703,Serra de Água,Ribeira Brava,973
310704,Tabua,Ribeira Brava,1158
310802,Camacha,Santa Cruz,6239
310803,Caniço,Santa Cruz,24046
310804,Gaula,Santa Cruz,3925
310805,Santa Cruz,Santa Cruz,7136
310806,Santo António da Serra,Santa Cruz,822
310901,Arco de São Jorge,Santana,364
310902,Faial,Santana,1309
310903,Santana,Santana,2838
310904,São Jorge,Santana,1173
310905,São Roque do Faial,Santana,680
310906,Ilha,Santana,189
311001,Boa Ventura,São Vicente,1034
311002,Ponta Delgada,São Vicente,1043
311003,São Vicente,São Vicente,2788
320101,Porto Santo,Porto Santo,5149
410101,Almagreira,Vila do Porto,616
410102,Santa Bárbara,Vila do Porto,370
410103,Santo Espírito,Vila do Porto,597
410104,São Pedro,Vila do Porto,812
410105,Vila do Porto,Vila do Porto,3011
420101,Água de Pau,Lagoa (R.A.A.),2919
420102,Cabouco,Lagoa (R.A.A.),1970
420103,Lagoa (Nossa Senhora do Rosário),Lagoa (R.A.A.),5407
420104,Lagoa (Santa Cruz),Lagoa (R.A.A.),3528
420105,Ribeira Chã,Lagoa (R.A.A.),365
420201,Achada,Nordeste,387
420202,Achadinha,Nordeste,463
420203,Lomba da Fazenda,Nordeste,749
420204,Nordeste,Nordeste,1160
420206,Salga,Nordeste,484
420207,Santana,Nordeste,380
420208,Algarvia,Nordeste,240
420209,Santo António de Nordestinho,Nordeste,260
420210,São Pedro de Nordestinho,Nordeste,245
420301,Arrifes,Ponta Delgada,7294
420303,Candelária,Ponta Delgada,976
420304,Capelas,Ponta Delgada,3981
420305,Covoada,Ponta Delgada,1223
420306,Fajã de Baixo,Ponta Delgada,4924
420307,Fajã de Cima,Ponta Delgada,3293
420308,Fenais da Luz,Ponta Delgada,2227
420309,Feteiras,Ponta Delgada,1557
420310,Ginetes,Ponta Delgada,1184
420311,Mosteiros,Ponta Delgada,1021
420312,Ponta Delgada (São Sebastião),Ponta Delgada,4050
420313,Ponta Delgada (São José),Ponta Delgada,5756
420314,Ponta Delgada (São Pedro),Ponta Delgada,7495
420315,Relva,Ponta Delgada,2890
420316,Remédios,Ponta Delgada,809
420317,Rosto do Cão (Livramento),Ponta Delgada,4307
420318,Rosto do Cão (São Roque),Ponta Delgada,4590
420319,Santa Bárbara,Ponta Delgada,846
420320,Santo António,Ponta Delgada,1574
420321,São Vicente Ferreira,Ponta Delgada,2499
420322,Sete Cidades,Ponta Delgada,701
420323,Ajuda da Bretanha,Ponta Delgada,652
420324,Pilar da Bretanha,Ponta Delgada,576
420325,Santa Clara,Ponta Delgada,2804
420401,Água Retorta,Povoação,429
420402,Faial da Terra,Povoação,342
420403,Furnas,Povoação,1399
420404,Nossa Senhora dos Remédios,Povoação,1062
420405,Povoação,Povoação,1877
420406,Ribeira Quente,Povoação,682
420501,Calhetas,Ribeira Grande,910
420502,Fenais da Ajuda,Ribeira Grande,890
420503,Lomba da Maia,Ribeira Grande,1048
420504,Lomba de São Pedro,Ribeira Grande,348
420505,Maia,Ribeira Grande,1792
420506,Pico da Pedra,Ribeira Grande,3053
420507,Porto Formoso,Ribeira Grande,1096
420508,Rabo de Peixe,Ribeira Grande,8799
420509,Ribeira Grande (Conceição),Ribeira Grande,2634
420510,Ribeira Grande (Matriz),Ribeira Grande,3767
420511,Ribeira Seca,Ribeira Grande,2771
420512,Ribeirinha,Ribeira Grande,2510
420513,Santa Bárbara,Ribeira Grande,1188
420514,São Brás,Ribeira Grande,582
420601,Água de Alto,Vila Franca do Campo,1656
420602,Ponta Garça,Vila Franca do Campo,3156
420603,Ribeira das Tainhas,Vila Franca do Campo,640
420604,Vila Franca do Campo (São Miguel),Vila Franca do Campo,2486
420605,Vila Franca do Campo (São Pedro),Vila Franca do Campo,1380
420606,Ribeira Seca,Vila Franca do Campo,1005
430101,Altares,Angra do Heroísmo,849
430102,Angra (Nossa Senhora da Conceição),Angra do Heroísmo,3377
430103,Angra (Santa Luzia),Angra do Heroísmo,2471
430104,Angra (São Pedro),Angra do Heroísmo,3268
430105,Angra (Sé),Angra do Heroísmo,928
430106,Cinco Ribeiras,Angra do Heroísmo,683
430107,Doze Ribeiras,Angra do Heroísmo,431
430108,Feteira,Angra do Heroísmo,1343
430109,Porto Judeu,Angra do Heroísmo,2293
430110,Posto Santo,Angra do Heroísmo,1031
430111,Raminho,Angra do Heroísmo,464
430112,Ribeirinha,Angra do Heroísmo,2480
430113,Santa Bárbara,Angra do Heroísmo,1279
430114,São Bartolomeu de Regatos,Angra do Heroísmo,1936
430115,São Bento,Angra do Heroísmo,1909
430116,São Mateus da Calheta,Angra do Heroísmo,3777
430117,Serreta,Angra do Heroísmo,316
430118,Terra Chã,Angra do Heroísmo,2888
430119,Vila de São Sebastião,Angra do Heroísmo,2048
430201,Agualva,Vila da Praia da Vitória,1235
430202,Biscoitos,Vila da Praia da Vitória,1449
430203,Cabo da Praia,Vila da Praia da Vitória,670
430204,Fonte do Bastardo,Vila da Praia da Vitória,1171
430205,Fontinhas,Vila da Praia da Vitória,1529
430206,Lajes,Vila da Praia da Vitória,3410
430207,Praia da Vitória (Santa Cruz),Vila da Praia da Vitória,5956
430208,Quatro Ribeiras,Vila da Praia da Vitória,322
430209,São Brás,Vila da Praia da Vitória,1035
430210,Vila Nova,Vila da Praia da Vitória,1513
430211,Porto Martins,Vila da Praia da Vitória,1173
440101,Guadalupe,Santa Cruz da Graciosa,987
440102,Luz,Santa Cruz da Graciosa,631
440103,São Mateus,Santa Cruz da Graciosa,733
440104,Santa Cruz da Graciosa,Santa Cruz da Graciosa,1739
450101,Calheta,Calheta (R.A.A.),1275
450102,Norte Pequeno,Calheta (R.A.A.),196
450103,Ribeira Seca,Calheta (R.A.A.),897
450104,Santo Antão,Calheta (R.A.A.),629
450105,Topo (Nossa Senhora do Rosário),Calheta (R.A.A.),440
450201,Manadas (Santa Bárbara),Velas,361
450202,Norte Grande (Neves),Velas,463
450203,Rosais,Velas,661
450204,Santo Amaro,Velas,790
450205,Urzelina (São Mateus),Velas,896
450206,Velas (São Jorge),Velas,1765
460101,Calheta de Nesquim,Lajes do Pico,318
460102,Lajes do Pico,Lajes do Pico,1726
460103,Piedade,Lajes do Pico,757
460104,Ribeiras,Lajes do Pico,787
460105,Ribeirinha,Lajes do Pico,343
460106,São João,Lajes do Pico,409
460201,Bandeiras,Madalena,710
460202,Candelária,Madalena,829
460203,Criação Velha,Madalena,809
460204,Madalena,Madalena,2882
460205,São Caetano,Madalena,414
460206,São Mateus,Madalena,675
460301,Prainha,São Roque do Pico,530
460302,Santa Luzia,São Roque do Pico,436
460303,Santo Amaro,São Roque do Pico,255
460304,Santo António,São Roque do Pico,724
460305,São Roque do Pico,São Roque do Pico,1275
470101,Capelo,Horta,528
470102,Castelo Branco,Horta,1258
470103,Cedros,Horta,872
470104,Feteira,Horta,1776
470105,Flamengos,Horta,1561
470106,Horta (Angústias),Horta,2133
470107,Horta (Conceição),Horta,1047
470108,Horta (Matriz),Horta,2435
470109,Pedro Miguel,Horta,737
470110,Praia do Almoxarife,Horta,969
470111,Praia do Norte,Horta,257
470112,Ribeirinha,Horta,404
470113,Salão,Horta,354
480101,Fajã Grande,Lajes das Flores,220
480102,Fajãzinha,Lajes das Flores,71
480103,Fazenda,Lajes das Flores,261
480104,Lajedo,Lajes das Flores,75
480105,Lajes das Flores,Lajes das Flores,562
480106,Lomba,Lajes das Flores,200
480107,Mosteiro,Lajes das Flores,19
480201,Caveira,Santa Cruz das Flores,76
480202,Cedros,Santa Cruz das Flores,112
480203,Ponta Delgada,Santa Cruz das Flores,280
480204,Santa Cruz das Flores,Santa Cruz das Flores,1552
490101,Corvo,Corvo,384
